schemeName,2018,2019,2020,2021,2022,2023,2024
UTI-Dividend Yield Fund.-Growth-Direct,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI-FMP-Yearly Series March 2014 - Growth Option,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI-FMP-Yearly Series March 2014 - Growth Option - Direct,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI-Long Term Advantage Fund Series -II - Growth Option,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI-Long Term Advantage Fund Series-II - Dividend Option,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
UTI-Transpotation and Logistics  Fund-Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTI-Transpotation and Logistics  Fund-Growth Option- Direct,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
UTi FTIF Series XXII-XV (1098 Days) - Regular Plan - Flexi Div Option,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Unclaimed IDCW - Beyond 3 years (Invested in DSP Overnight Fund),INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Unclaimed IDCW - Upto 3 years (Invested in DSP Overnight Fund),INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Unclaimed Redemption - Beyond 3 years (Invested in DSP Overnight Fund),INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Unclaimed Redemption - Upto 3 years (Invested in DSP Overnight Fund),INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Aggressive Hybrid Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Aggressive Hybrid Fund - Direct Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Aggressive Hybrid Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Aggressive Hybrid Fund - Regular Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Arbitrage Fund - Direct Plan - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Arbitrage Fund - Direct Plan - IDCW Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Arbitrage Fund - Regular Plan - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Arbitrage Fund - Regular Plan - IDCW Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Asset Allocation Fund - Direct Plan - Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Asset Allocation Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Asset Allocation Fund - Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Asset Allocation Fund - Growth Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Balanced Advantage Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Balanced Advantage Fund - Direct Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Balanced Advantage Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Balanced Advantage Fund - Regular Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Business Cycle Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Union Business Cycle Fund - Direct Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Union Business Cycle Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Union Business Cycle Fund - Regular Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Union Capital Protection Oriented Fund - Series 7 - Direct Plan - Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Capital Protection Oriented Fund - Series 7 - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Capital Protection Oriented Fund - Series 7 - Regular Plan - Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Capital Protection Oriented Fund - Series 7 - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Capital Protection Oriented Fund - Series 8 - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Capital Protection Oriented Fund - Series 8 - Regular Plan - Dividend Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Capital Protection Oriented Fund - Series 8 - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Children's Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Union Children's Fund - Direct Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Union Children's Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Union Corporate Bond Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Corporate Bond Fund - Direct Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Corporate Bond Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Corporate Bond Fund - Regular Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Dynamic Bond Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Dynamic Bond Fund - Direct Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Dynamic Bond Fund - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Dynamic Bond Fund - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union ELSS Tax Saver Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union ELSS Tax Saver Fund - Direct Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union ELSS Tax Saver Fund - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union ELSS Tax Saver Fund - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Equity Savings Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Equity Savings Fund - Direct Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Equity Savings Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Equity Savings Fund - Regular Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Fixed Maturity Plan - Series 13 - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Fixed Maturity Plan - Series 13 - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Fixed Maturity Plan - Series 13 - Regular Plan - IDCW Payout Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Flexi Cap Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Flexi Cap Fund - Direct Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Flexi Cap Fund - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Flexi Cap Fund - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Focused Fund - Direct Plan - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Focused Fund - Direct Plan - IDCW Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Focused Fund - Regular Plan - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Focused Fund - Regular Plan - IDCW Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Gilt Fund - Direct Plan - Annual IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Gilt Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Gilt Fund - Direct Plan - Half-yearly IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Gilt Fund - Regular Plan - Annual IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Gilt Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Gilt Fund - Regular Plan - Half-yearly IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Innovation & Opportunities Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Innovation & Opportunities Fund - Direct Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Innovation & Opportunities Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Innovation & Opportunities Fund - Regular Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Large & Midcap Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Large & Midcap Fund - Direct Plan - IDCW Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Large & Midcap Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Large & Midcap Fund - Regular Plan - IDCW Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Largecap Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Largecap Fund - Direct Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Largecap Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Largecap Fund - Regular Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Liquid Fund - Daily IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Liquid Fund - Direct Plan - Daily IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Liquid Fund - Direct Plan - Fortnightly IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Liquid Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Liquid Fund - Direct Plan - Monthly IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Liquid Fund - Direct Plan - Weekly IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Liquid Fund - Fortnightly IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Liquid Fund - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Liquid Fund - Monthly IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Upto 3 years,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Liquid Fund - Weekly IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Medium Duration Fund - Direct Plan -  Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Medium Duration Fund - Direct Plan - IDCW Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Medium Duration Fund - Regular Plan -  Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Medium Duration Fund - Regular Plan - IDCW Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Midcap Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Midcap Fund - Direct Plan - IDCW Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Midcap Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Midcap Fund - Regular Plan - IDCW Option,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Money Market Fund - Direct Plan -  Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Money Market Fund - Direct Plan -  Monthly IDCW Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Money Market Fund - Direct Plan -  Weekly IDCW Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Money Market Fund - Direct Plan - Daily IDCW Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Money Market Fund - Regular Plan -  Growth Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Money Market Fund - Regular Plan -  Monthly IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Money Market Fund - Regular Plan -  Weekly IDCW Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Union Money Market Fund - Regular Plan - Daily IDCW Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Multicap Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Multicap Fund - Direct Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Multicap Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Multicap Fund - Regular Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Union Overnight Fund - Direct Plan - Daily IDCW Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Overnight Fund - Direct Plan - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Overnight Fund - Direct Plan - Monthly IDCW Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Overnight Fund - Regular Plan - Daily IDCW Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Overnight Fund - Regular Plan - Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Overnight Fund - Regular Plan - Monthly IDCW Option,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Overnight Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Overnight Fund - Unclaimed Amounts Plan - IDCW Upto 3 years,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Overnight Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Overnight Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Retirement Fund - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Retirement Fund - Direct Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Retirement Fund - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Retirement Fund - Regular Plan - IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Short Term Fund - Daily Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Short Term Fund - Direct Plan - Daily Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Short Term Fund - Direct Plan - Fortnightly Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Short Term Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Short Term Fund - Direct Plan - Monthly Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Short Term Fund - Direct Plan - Weekly Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Short Term Fund - Fortnightly Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Short Term Fund - Growth Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Short Term Fund - Monthly Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Short Term Fund - Weekly Dividend Option,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Union Small Cap Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Small Cap Fund - Direct Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Small Cap Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Small Cap Fund - Regular Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Value Fund - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Value Fund - Direct Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Value Fund - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Union Value Fund - Regular Plan - IDCW Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Balanced Advantage Fund Direct Plan Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Balanced Advantage Fund Regular Plan Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Balanced Hybrid Fund Regular Plan Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Banking & Financial Services Fund - Direct Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
WhiteOak Capital Banking & Financial Services Fund - Regular Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital ELSS Tax Saver Fund Direct Plan IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital ELSS Tax Saver Fund Regular Plan Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital ELSS Tax Saver Fund Regular Plan IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Flexi Cap Fund Direct Plan IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Flexi Cap Fund Direct Plan-Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Flexi Cap Fund Regular Plan IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Flexi Cap Fund Regular Plan-Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Large Cap Fund Direct Plan Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Large Cap Fund Direct Plan IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Large Cap Fund Regular Plan Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Large Cap Fund Regular Plan IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Liquid Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Liquid Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Liquid Fund- Direct plan-Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Liquid Fund- Direct plan-Monthly  Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Liquid Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Liquid Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Liquid Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Liquid Fund- Regular plan-Growth Option,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
WhiteOak Capital Liquid Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
