schemeName,2018,2019,2020,2021,2022,2023,2024
Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Direct Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Direct IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Regular Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Regular IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX AAA- Jun 2023 Index Fund,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE
Aditya Birla Sun Life Crisil IBX AAA-Jun 2023 Index Fund-Direct IDCW Payout,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,INACTIVE
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct IDCW Payout,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular IDCW payout,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Direct Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular IDCW Payout,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt- April 2026 Index Fund-Direct IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Direct IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt-Apr-2029 Index Fund-Direct Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Direct Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular Growth,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular IDCW,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Crisil Ibx Gilt June 2027 Index Fund-Direct IDCW Payout,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Digital India Fund -DIRECT - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Digital India Fund -Regular - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dividend Yield Fund -DIRECT - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dual Advantage Fund - Series 2 - Direct - IDCW,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dual Advantage Fund - Series 2 - Regular - IDCW,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dual Advantage Fund - Series 2 - Regular Plan - Growth,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dual Advantage Fund - Series I - Direct Plan - Dividend Payout,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dual Advantage Fund - Series I - Direct Plan - Growth,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dual Advantage Fund - Series I - Regular Plan - Dividend Payout,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dual Advantage Fund - Series I - Regular Plan - Growth,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dual Advantage Fund- Series 2 - Direct Plan - Growth,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dynamic Bond Fund - Segregated Portfolio 1-DIRECT - MONTHLY IDCW,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dynamic Bond Fund - Segregated Portfolio 1-DIRECT - Quarterly IDCW,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dynamic Bond Fund - Segregated Portfolio 1-Direct - IDCW,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dynamic Bond Fund - Segregated Portfolio 1-REGULAR - MONTHLY IDCW,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dynamic Bond Fund - Segregated Portfolio 1-Regular - IDCW,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dynamic Bond Fund - Segregated Portfolio 1-Regular - Quarterly IDCW,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dynamic Bond Fund -DIRECT - MONTHLY IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dynamic Bond Fund -Direct - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dynamic Bond Fund- Segregated Portfolio 1- Growth - Direct Plan,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dynamic Bond Fund- Segregated Portfolio 1- Growth - Regular Plan,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Dynamic Bond Fund-Segregated Portfolio 1- Discipline Advantage Plan- Growth,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life ELSS Tax Saver Fund-DIRECT - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life ELSS Tax Saver Fund-Regular - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life ESG Integration Strategy Fund-Direct - Payout of IDCW,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life ESG Integration Strategy Fund-Regular - Payout of IDCW,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life ESG Integration Strategy Fund-Regular Plan-Growth,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 3 - Direct Plan - Dividend,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 3 - Direct Plan - Growth,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 3 - Regular Plan - Dividend,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 3 - Regular Plan - Growth,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 4 - Direct Plan - Dividend,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 4 - Direct Plan - Growth,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 4 - Regular Plan - Dividend,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 4 - Regular Plan - Growth,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 5 - Direct Plan - Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 5 - Direct Plan - Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 5 - Regular Plan - Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 5 - Regular Plan - Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 6 - Direct Plan-Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 6 - Direct Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 6 - Regular Plan-Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 6 - Regular Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 7 - Direct Plan-Dividend,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 7 - Direct Plan-Growth,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 7 - Regular Plan-Dividend,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Emerging Leaders Fund - Series 7 - Regular Plan-Growth,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Advantage Fund - Regular Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Advantage Fund -Direct - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Hybrid'95 Fund - Regular Plan-Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Hybrid'95 Fund -DIRECT - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Hybrid'95 Fund -Regular - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan -Regular - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund - Conservative Plan -Direct - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund - Conservative Plan -Regular - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Direct Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Regular Plan - Growth Option,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund -Moderate  Plan -  Regular -  IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Financial Planning Fund -Moderate  Plan - Direct - IDCW,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Payout of IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Payout of IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Payout of IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Payout of IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Payout of IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Growth Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Payout of IDCW Option,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE
Aditya Birla Sun Life Fixed Term Plan -  Series OH (1120 days) - Direct Plan-Normal Dividend,ACTIVE,ACTIVE,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Direct Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Regular Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Regular Plan-Normal Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Regular Plan-Quarterly Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series JX (1530 days) - Direct Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series JX (1530 days) - Regular Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KE (1511 days) - Direct Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KE (1511 days) - Regular Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Direct Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Quarterly Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Direct Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Regular Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Regular Plan-Normal Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KO (1498 days) - Direct Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KO (1498 days) - Direct Plan-Quarterly Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KO (1498 days) - Regular Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KO (1498 days) - Regular Plan-Normal Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KP (1504 days) - Direct Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KP (1504 days) - Regular Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KW (1477 days) - Direct Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KW (1477 days) - Regular Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KW (1477 days) - Regular Plan-Quarterly Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Direct Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Regular Plan-Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series KX (1475 days) - Regular Plan-Normal Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series MK (1105 days) - Direct Plan - Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series MK (1105 days) - Direct Plan - Quarterly Dividend,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
Aditya Birla Sun Life Fixed Term Plan - Series MK (1105 days) - Regular Plan - Growth,ACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE
